Extraction des impliquants premiers
T: Déjà Traité  P: Premier  A: en attente

Groupage N°1
T 01000-00111
T 0100-000111
T 010-0000111
T 01-00000111
T -1000000111
T 01000001-11
T 010000-1011
T 01000-01011
T 0100-001011
T 010-0001011
T 01-00001011
T -1000001011
T 010000011-1
T 010000-1101
T 01000-01101
T 0100-001101
T 010-0001101
T 01-00001101
T -1000001101
T 01000010-11
T 0100001-011
T 01000-10011
T 0100-010011
T 010-0010011
T 01-00010011
T -1000010011
T 010000101-1
T 0100001-101
T 01000-10101
T 0100-010101
T 010-0010101
T 01-00010101
T -1000010101
T 010000110-1
T 01000011-01
T 01000-11001
T 0100-011001
T 010-0011001
T 01-00011001
T -1000011001
T 01000100-11
T 0100010-011
T 010001-0011
T 0100-100011
T 010-0100011
T 01-00100011
T -1000100011
T 010001001-1
T 0100010-101
T 010001-0101
T 0100-100101
T 010-0100101
T 01-00100101
T -1000100101
T 010001010-1
T 01000101-01
T 010001-1001
T 0100-101001
T 010-0101001
T 01-00101001
T -1000101001
T 010001100-1
T 01000110-01
T 0100011-001
T 0100-110001
T 010-0110001
T 01-00110001
T -1000110001
T 01001000-11
T 0100100-011
T 010010-0011
T 01001-00011
T 010-1000011
T 01-01000011
T -1001000011
T 010010001-1
T 0100100-101
T 010010-0101
T 01001-00101
T 010-1000101
T 01-01000101
T -1001000101
T 010010010-1
T 01001001-01
T 010010-1001
T 01001-01001
T 010-1001001
T 01-01001001
T -1001001001
T 010010100-1
T 01001010-01
T 0100101-001
T 01001-10001
T 010-1010001
T 01-01010001
T -1001010001
T 010011000-1
T 01001100-01
T 0100110-001
T 010011-0001
T 010-1100001
T 01-01100001
T -1001100001
T 01010000-11
T 0101000-011
T 010100-0011
T 01010-00011
T 0101-000011
T 01-10000011
T -1010000011
T 010100001-1
T 0101000-101
T 010100-0101
T 01010-00101
T 0101-000101
T 01-10000101
T -1010000101
T 010100010-1
T 01010001-01
T 010100-1001
T 01010-01001
T 0101-001001
T 01-10001001
T -1010001001
T 010100100-1
T 01010010-01
T 0101001-001
T 01010-10001
T 0101-010001
T 01-10010001
T -1010010001
T 010101000-1
T 01010100-01
T 0101010-001
T 010101-0001
T 0101-100001
T 01-10100001
T -1010100001
T 010110000-1
T 01011000-01
T 0101100-001
T 010110-0001
T 01011-00001
T 01-11000001
T -1011000001
T 01100000-11
T 0110000-011
T 011000-0011
T 01100-00011
T 0110-000011
T 011-0000011
T -1100000011
T 011000001-1
T 0110000-101
T 011000-0101
T 01100-00101
T 0110-000101
T 011-0000101
T -1100000101
T 011000010-1
T 01100001-01
T 011000-1001
T 01100-01001
T 0110-001001
T 011-0001001
T -1100001001
T 011000100-1
T 01100010-01
T 0110001-001
T 01100-10001
T 0110-010001
T 011-0010001
T -1100010001
T 011001000-1
T 01100100-01
T 0110010-001
T 011001-0001
T 0110-100001
T 011-0100001
T -1100100001
T 011010000-1
T 01101000-01
T 0110100-001
T 011010-0001
T 01101-00001
T 011-1000001
T -1101000001
T 011100000-1
T 01110000-01
T 0111000-001
T 011100-0001
T 01110-00001
T 0111-000001
T -1110000001
T 1000000-111
T 100000-0111
T 10000-00111
T 1000-000111
T 100-0000111
T 10-00000111
T 1-000000111
T 10000001-11
T 100000-1011
T 10000-01011
T 1000-001011
T 100-0001011
T 10-00001011
T 1-000001011
T 100000011-1
T 100000-1101
T 10000-01101
T 1000-001101
T 100-0001101
T 10-00001101
T 1-000001101
T 10000010-11
T 1000001-011
T 10000-10011
T 1000-010011
T 100-0010011
T 10-00010011
T 1-000010011
T 100000101-1
T 1000001-101
T 10000-10101
T 1000-010101
T 100-0010101
T 10-00010101
T 1-000010101
T 100000110-1
T 10000011-01
T 10000-11001
T 1000-011001
T 100-0011001
T 10-00011001
T 1-000011001
T 10000100-11
T 1000010-011
T 100001-0011
T 1000-100011
T 100-0100011
T 10-00100011
T 1-000100011
T 100001001-1
T 1000010-101
T 100001-0101
T 1000-100101
T 100-0100101
T 10-00100101
T 1-000100101
T 100001010-1
T 10000101-01
T 100001-1001
T 1000-101001
T 100-0101001
T 10-00101001
T 1-000101001
T 100001100-1
T 10000110-01
T 1000011-001
T 1000-110001
T 100-0110001
T 10-00110001
T 1-000110001
T 10001000-11
T 1000100-011
T 100010-0011
T 10001-00011
T 100-1000011
T 10-01000011
T 1-001000011
T 100010001-1
T 1000100-101
T 100010-0101
T 10001-00101
T 100-1000101
T 10-01000101
T 1-001000101
T 100010010-1
T 10001001-01
T 100010-1001
T 10001-01001
T 100-1001001
T 10-01001001
T 1-001001001
T 100010100-1
T 10001010-01
T 1000101-001
T 10001-10001
T 100-1010001
T 10-01010001
T 1-001010001
T 100011000-1
T 10001100-01
T 1000110-001
T 100011-0001
T 100-1100001
T 10-01100001
T 1-001100001
T 10010000-11
T 1001000-011
T 100100-0011
T 10010-00011
T 1001-000011
T 10-10000011
T 1-010000011
T 100100001-1
T 1001000-101
T 100100-0101
T 10010-00101
T 1001-000101
T 10-10000101
T 1-010000101
T 100100010-1
T 10010001-01
T 100100-1001
T 10010-01001
T 1001-001001
T 10-10001001
T 1-010001001
T 100100100-1
T 10010010-01
T 1001001-001
T 10010-10001
T 1001-010001
T 10-10010001
T 1-010010001
T 100101000-1
T 10010100-01
T 1001010-001
T 100101-0001
T 1001-100001
T 10-10100001
T 1-010100001
T 100110000-1
T 10011000-01
T 1001100-001
T 100110-0001
T 10011-00001
T 10-11000001
T 1-011000001
T 10100000-11
T 1010000-011
T 101000-0011
T 10100-00011
T 1010-000011
T 101-0000011
T 1-100000011
T 101000001-1
T 1010000-101
T 101000-0101
T 10100-00101
T 1010-000101
T 101-0000101
T 1-100000101
T 101000010-1
T 10100001-01
T 101000-1001
T 10100-01001
T 1010-001001
T 101-0001001
T 1-100001001
T 101000100-1
T 10100010-01
T 1010001-001
T 10100-10001
T 1010-010001
T 101-0010001
T 1-100010001
T 101001000-1
T 10100100-01
T 1010010-001
T 101001-0001
T 1010-100001
T 101-0100001
T 1-100100001
T 101010000-1
T 10101000-01
T 1010100-001
T 101010-0001
T 10101-00001
T 101-1000001
T 1-101000001
T 101100000-1
T 10110000-01
T 1011000-001
T 101100-0001
T 10110-00001
T 1011-000001
T 1-110000001
T 11000000-11
T 1100000-011
T 110000-0011
T 11000-00011
T 1100-000011
T 110-0000011
T 11-00000011
T 110000001-1
T 1100000-101
T 110000-0101
T 11000-00101
T 1100-000101
T 110-0000101
T 11-00000101
T 110000010-1
T 11000001-01
T 110000-1001
T 11000-01001
T 1100-001001
T 110-0001001
T 11-00001001
T 110000100-1
T 11000010-01
T 1100001-001
T 11000-10001
T 1100-010001
T 110-0010001
T 11-00010001
T 110001000-1
T 11000100-01
T 1100010-001
T 110001-0001
T 1100-100001
T 110-0100001
T 11-00100001
T 110010000-1
T 11001000-01
T 1100100-001
T 110010-0001
T 11001-00001
T 110-1000001
T 11-01000001
T 110100000-1
T 11010000-01
T 1101000-001
T 110100-0001
T 11010-00001
T 1101-000001
T 11-10000001
T 111000000-1
T 11100000-01
T 1110000-001
T 111000-0001
T 11100-00001
T 1110-000001
T 111-0000001
T 00000-11111
T 0000-011111
T 000-0011111
T 00-00011111
T 0-000011111
T -0000011111
T 000001-1111
T 0000-101111
T 000-0101111
T 00-00101111
T 0-000101111
T -0000101111
T 0000011-111
T 0000-110111
T 000-0110111
T 00-00110111
T 0-000110111
T -0000110111
T 00000111-11
T 0000-111011
T 000-0111011
T 00-00111011
T 0-000111011
T -0000111011
T 000001111-1
T 0000-111101
T 000-0111101
T 00-00111101
T 0-000111101
T -0000111101
T 000010-1111
T 00001-01111
T 000-1001111
T 00-01001111
T 0-001001111
T -0001001111
T 0000101-111
T 00001-10111
T 000-1010111
T 00-01010111
T 0-001010111
T -0001010111
T 00001011-11
T 00001-11011
T 000-1011011
T 00-01011011
T 0-001011011
T -0001011011
T 000010111-1
T 00001-11101
T 000-1011101
T 00-01011101
T 0-001011101
T -0001011101
T 0000110-111
T 000011-0111
T 000-1100111
T 00-01100111
T 0-001100111
T -0001100111
T 00001101-11
T 000011-1011
T 000-1101011
T 00-01101011
T 0-001101011
T -0001101011
T 000011011-1
T 000011-1101
T 000-1101101
T 00-01101101
T 0-001101101
T -0001101101
T 00001110-11
T 0000111-011
T 000-1110011
T 00-01110011
T 0-001110011
T -0001110011
T 000011101-1
T 0000111-101
T 000-1110101
T 00-01110101
T 0-001110101
T -0001110101
T 000011110-1
T 00001111-01
T 000-1111001
T 00-01111001
T 0-001111001
T -0001111001
T 000100-1111
T 00010-01111
T 0001-001111
T 00-10001111
T 0-010001111
T -0010001111
T 0001001-111
T 00010-10111
T 0001-010111
T 00-10010111
T 0-010010111
T -0010010111
T 00010011-11
T 00010-11011
T 0001-011011
T 00-10011011
T 0-010011011
T -0010011011
T 000100111-1
T 00010-11101
T 0001-011101
T 00-10011101
T 0-010011101
T -0010011101
T 0001010-111
T 000101-0111
T 0001-100111
T 00-10100111
T 0-010100111
T -0010100111
T 00010101-11
T 000101-1011
T 0001-101011
T 00-10101011
T 0-010101011
T -0010101011
T 000101011-1
T 000101-1101
T 0001-101101
T 00-10101101
T 0-010101101
T -0010101101
T 00010110-11
T 0001011-011
T 0001-110011
T 00-10110011
T 0-010110011
T -0010110011
T 000101101-1
T 0001011-101
T 0001-110101
T 00-10110101
T 0-010110101
T -0010110101
T 000101110-1
T 00010111-01
T 0001-111001
T 00-10111001
T 0-010111001
T -0010111001
T 0001100-111
T 000110-0111
T 00011-00111
T 00-11000111
T 0-011000111
T -0011000111
T 00011001-11
T 000110-1011
T 00011-01011
T 00-11001011
T 0-011001011
T -0011001011
T 000110011-1
T 000110-1101
T 00011-01101
T 00-11001101
T 0-011001101
T -0011001101
T 00011010-11
T 0001101-011
T 00011-10011
T 00-11010011
T 0-011010011
T -0011010011
T 000110101-1
T 0001101-101
T 00011-10101
T 00-11010101
T 0-011010101
T -0011010101
T 000110110-1
T 00011011-01
T 00011-11001
T 00-11011001
T 0-011011001
T -0011011001
T 00011100-11
T 0001110-011
T 000111-0011
T 00-11100011
T 0-011100011
T -0011100011
T 000111001-1
T 0001110-101
T 000111-0101
T 00-11100101
T 0-011100101
T -0011100101
T 000111010-1
T 00011101-01
T 000111-1001
T 00-11101001
T 0-011101001
T -0011101001
T 000111100-1
T 00011110-01
T 0001111-001
T 00-11110001
T 0-011110001
T -0011110001
T 001000-1111
T 00100-01111
T 0010-001111
T 001-0001111
T 0-100001111
T -0100001111
T 0010001-111
T 00100-10111
T 0010-010111
T 001-0010111
T 0-100010111
T -0100010111
T 00100011-11
T 00100-11011
T 0010-011011
T 001-0011011
T 0-100011011
T -0100011011
T 001000111-1
T 00100-11101
T 0010-011101
T 001-0011101
T 0-100011101
T -0100011101
T 0010010-111
T 001001-0111
T 0010-100111
T 001-0100111
T 0-100100111
T -0100100111
T 00100101-11
T 001001-1011
T 0010-101011
T 001-0101011
T 0-100101011
T -0100101011
T 001001011-1
T 001001-1101
T 0010-101101
T 001-0101101
T 0-100101101
T -0100101101
T 00100110-11
T 0010011-011
T 0010-110011
T 001-0110011
T 0-100110011
T -0100110011
T 001001101-1
T 0010011-101
T 0010-110101
T 001-0110101
T 0-100110101
T -0100110101
T 001001110-1
T 00100111-01
T 0010-111001
T 001-0111001
T 0-100111001
T -0100111001
T 0010100-111
T 001010-0111
T 00101-00111
T 001-1000111
T 0-101000111
T -0101000111
T 00101001-11
T 001010-1011
T 00101-01011
T 001-1001011
T 0-101001011
T -0101001011
T 001010011-1
T 001010-1101
T 00101-01101
T 001-1001101
T 0-101001101
T -0101001101
T 00101010-11
T 0010101-011
T 00101-10011
T 001-1010011
T 0-101010011
T -0101010011
T 001010101-1
T 0010101-101
T 00101-10101
T 001-1010101
T 0-101010101
T -0101010101
T 001010110-1
T 00101011-01
T 00101-11001
T 001-1011001
T 0-101011001
T -0101011001
T 00101100-11
T 0010110-011
T 001011-0011
T 001-1100011
T 0-101100011
T -0101100011
T 001011001-1
T 0010110-101
T 001011-0101
T 001-1100101
T 0-101100101
T -0101100101
T 001011010-1
T 00101101-01
T 001011-1001
T 001-1101001
T 0-101101001
T -0101101001
T 001011100-1
T 00101110-01
T 0010111-001
T 001-1110001
T 0-101110001
T -0101110001
T 0011000-111
T 001100-0111
T 00110-00111
T 0011-000111
T 0-110000111
T -0110000111
T 00110001-11
T 001100-1011
T 00110-01011
T 0011-001011
T 0-110001011
T -0110001011
T 001100011-1
T 001100-1101
T 00110-01101
T 0011-001101
T 0-110001101
T -0110001101
T 00110010-11
T 0011001-011
T 00110-10011
T 0011-010011
T 0-110010011
T -0110010011
T 001100101-1
T 0011001-101
T 00110-10101
T 0011-010101
T 0-110010101
T -0110010101
T 001100110-1
T 00110011-01
T 00110-11001
T 0011-011001
T 0-110011001
T -0110011001
T 00110100-11
T 0011010-011
T 001101-0011
T 0011-100011
T 0-110100011
T -0110100011
T 001101001-1
T 0011010-101
T 001101-0101
T 0011-100101
T 0-110100101
T -0110100101
T 001101010-1
T 00110101-01
T 001101-1001
T 0011-101001
T 0-110101001
T -0110101001
T 001101100-1
T 00110110-01
T 0011011-001
T 0011-110001
T 0-110110001
T -0110110001
T 00111000-11
T 0011100-011
T 001110-0011
T 00111-00011
T 0-111000011
T -0111000011
T 001110001-1
T 0011100-101
T 001110-0101
T 00111-00101
T 0-111000101
T -0111000101
T 001110010-1
T 00111001-01
T 001110-1001
T 00111-01001
T 0-111001001
T -0111001001
T 001110100-1
T 00111010-01
T 0011101-001
T 00111-10001
T 0-111010001
T -0111010001
T 001111000-1
T 00111100-01
T 0011110-001
T 001111-0001
T 0-111100001
T -0111100001
T 010000-1111
T 01000-01111
T 0100-001111
T 010-0001111
T 01-00001111
T -1000001111
T 0100001-111
T 01000-10111
T 0100-010111
T 010-0010111
T 01-00010111
T -1000010111
T 01000011-11
T 01000-11011
T 0100-011011
T 010-0011011
T 01-00011011
T -1000011011
T 010000111-1
T 01000-11101
T 0100-011101
T 010-0011101
T 01-00011101
T -1000011101
T 0100010-111
T 010001-0111
T 0100-100111
T 010-0100111
T 01-00100111
T -1000100111
T 01000101-11
T 010001-1011
T 0100-101011
T 010-0101011
T 01-00101011
T -1000101011
T 010001011-1
T 010001-1101
T 0100-101101
T 010-0101101
T 01-00101101
T -1000101101
T 01000110-11
T 0100011-011
T 0100-110011
T 010-0110011
T 01-00110011
T -1000110011
T 010001101-1
T 0100011-101
T 0100-110101
T 010-0110101
T 01-00110101
T -1000110101
T 010001110-1
T 01000111-01
T 0100-111001
T 010-0111001
T 01-00111001
T -1000111001
T 0100100-111
T 010010-0111
T 01001-00111
T 010-1000111
T 01-01000111
T -1001000111
T 01001001-11
T 010010-1011
T 01001-01011
T 010-1001011
T 01-01001011
T -1001001011
T 010010011-1
T 010010-1101
T 01001-01101
T 010-1001101
T 01-01001101
T -1001001101
T 01001010-11
T 0100101-011
T 01001-10011
T 010-1010011
T 01-01010011
T -1001010011
T 010010101-1
T 0100101-101
T 01001-10101
T 010-1010101
T 01-01010101
T -1001010101
T 010010110-1
T 01001011-01
T 01001-11001
T 010-1011001
T 01-01011001
T -1001011001
T 01001100-11
T 0100110-011
T 010011-0011
T 010-1100011
T 01-01100011
T -1001100011
T 010011001-1
T 0100110-101
T 010011-0101
T 010-1100101
T 01-01100101
T -1001100101
T 010011010-1
T 01001101-01
T 010011-1001
T 010-1101001
T 01-01101001
T -1001101001
T 010011100-1
T 01001110-01
T 0100111-001
T 010-1110001
T 01-01110001
T -1001110001
T 0101000-111
T 010100-0111
T 01010-00111
T 0101-000111
T 01-10000111
T -1010000111
T 01010001-11
T 010100-1011
T 01010-01011
T 0101-001011
T 01-10001011
T -1010001011
T 010100011-1
T 010100-1101
T 01010-01101
T 0101-001101
T 01-10001101
T -1010001101
T 01010010-11
T 0101001-011
T 01010-10011
T 0101-010011
T 01-10010011
T -1010010011
T 010100101-1
T 0101001-101
T 01010-10101
T 0101-010101
T 01-10010101
T -1010010101
T 010100110-1
T 01010011-01
T 01010-11001
T 0101-011001
T 01-10011001
T -1010011001
T 01010100-11
T 0101010-011
T 010101-0011
T 0101-100011
T 01-10100011
T -1010100011
T 010101001-1
T 0101010-101
T 010101-0101
T 0101-100101
T 01-10100101
T -1010100101
T 010101010-1
T 01010101-01
T 010101-1001
T 0101-101001
T 01-10101001
T -1010101001
T 010101100-1
T 01010110-01
T 0101011-001
T 0101-110001
T 01-10110001
T -1010110001
T 01011000-11
T 0101100-011
T 010110-0011
T 01011-00011
T 01-11000011
T -1011000011
T 010110001-1
T 0101100-101
T 010110-0101
T 01011-00101
T 01-11000101
T -1011000101
T 010110010-1
T 01011001-01
T 010110-1001
T 01011-01001
T 01-11001001
T -1011001001
T 010110100-1
T 01011010-01
T 0101101-001
T 01011-10001
T 01-11010001
T -1011010001
T 010111000-1
T 01011100-01
T 0101110-001
T 010111-0001
T 01-11100001
T -1011100001
T 0110000-111
T 011000-0111
T 01100-00111
T 0110-000111
T 011-0000111
T -1100000111
T 01100001-11
T 011000-1011
T 01100-01011
T 0110-001011
T 011-0001011
T -1100001011
T 011000011-1
T 011000-1101
T 01100-01101
T 0110-001101
T 011-0001101
T -1100001101
T 01100010-11
T 0110001-011
T 01100-10011
T 0110-010011
T 011-0010011
T -1100010011
T 011000101-1
T 0110001-101
T 01100-10101
T 0110-010101
T 011-0010101
T -1100010101
T 011000110-1
T 01100011-01
T 01100-11001
T 0110-011001
T 011-0011001
T -1100011001
T 01100100-11
T 0110010-011
T 011001-0011
T 0110-100011
T 011-0100011
T -1100100011
T 011001001-1
T 0110010-101
T 011001-0101
T 0110-100101
T 011-0100101
T -1100100101
T 011001010-1
T 01100101-01
T 011001-1001
T 0110-101001
T 011-0101001
T -1100101001
T 011001100-1
T 01100110-01
T 0110011-001
T 0110-110001
T 011-0110001
T -1100110001
T 01101000-11
T 0110100-011
T 011010-0011
T 01101-00011
T 011-1000011
T -1101000011
T 011010001-1
T 0110100-101
T 011010-0101
T 01101-00101
T 011-1000101
T -1101000101
T 011010010-1
T 01101001-01
T 011010-1001
T 01101-01001
T 011-1001001
T -1101001001
T 011010100-1
T 01101010-01
T 0110101-001
T 01101-10001
T 011-1010001
T -1101010001
T 011011000-1
T 01101100-01
T 0110110-001
T 011011-0001
T 011-1100001
T -1101100001
T 01110000-11
T 0111000-011
T 011100-0011
T 01110-00011
T 0111-000011
T -1110000011
T 011100001-1
T 0111000-101
T 011100-0101
T 01110-00101
T 0111-000101
T -1110000101
T 011100010-1
T 01110001-01
T 011100-1001
T 01110-01001
T 0111-001001
T -1110001001
T 011100100-1
T 01110010-01
T 0111001-001
T 01110-10001
T 0111-010001
T -1110010001
T 011101000-1
T 01110100-01
T 0111010-001
T 011101-0001
T 0111-100001
T -1110100001
T 011110000-1
T 01111000-01
T 0111100-001
T 011110-0001
T 01111-00001
T -1111000001
T 100000-1111
T 10000-01111
T 1000-001111
T 100-0001111
T 10-00001111
T 1-000001111
T 1000001-111
T 10000-10111
T 1000-010111
T 100-0010111
T 10-00010111
T 1-000010111
T 10000011-11
T 10000-11011
T 1000-011011
T 100-0011011
T 10-00011011
T 1-000011011
T 100000111-1
T 10000-11101
T 1000-011101
T 100-0011101
T 10-00011101
T 1-000011101
T 1000010-111
T 100001-0111
T 1000-100111
T 100-0100111
T 10-00100111
T 1-000100111
T 10000101-11
T 100001-1011
T 1000-101011
T 100-0101011
T 10-00101011
T 1-000101011
T 100001011-1
T 100001-1101
T 1000-101101
T 100-0101101
T 10-00101101
T 1-000101101
T 10000110-11
T 1000011-011
T 1000-110011
T 100-0110011
T 10-00110011
T 1-000110011
T 100001101-1
T 1000011-101
T 1000-110101
T 100-0110101
T 10-00110101
T 1-000110101
T 100001110-1
T 10000111-01
T 1000-111001
T 100-0111001
T 10-00111001
T 1-000111001
T 1000100-111
T 100010-0111
T 10001-00111
T 100-1000111
T 10-01000111
T 1-001000111
T 10001001-11
T 100010-1011
T 10001-01011
T 100-1001011
T 10-01001011
T 1-001001011
T 100010011-1
T 100010-1101
T 10001-01101
T 100-1001101
T 10-01001101
T 1-001001101
T 10001010-11
T 1000101-011
T 10001-10011
T 100-1010011
T 10-01010011
T 1-001010011
T 100010101-1
T 1000101-101
T 10001-10101
T 100-1010101
T 10-01010101
T 1-001010101
T 100010110-1
T 10001011-01
T 10001-11001
T 100-1011001
T 10-01011001
T 1-001011001
T 10001100-11
T 1000110-011
T 100011-0011
T 100-1100011
T 10-01100011
T 1-001100011
T 100011001-1
T 1000110-101
T 100011-0101
T 100-1100101
T 10-01100101
T 1-001100101
T 100011010-1
T 10001101-01
T 100011-1001
T 100-1101001
T 10-01101001
T 1-001101001
T 100011100-1
T 10001110-01
T 1000111-001
T 100-1110001
T 10-01110001
T 1-001110001
T 1001000-111
T 100100-0111
T 10010-00111
T 1001-000111
T 10-10000111
T 1-010000111
T 10010001-11
T 100100-1011
T 10010-01011
T 1001-001011
T 10-10001011
T 1-010001011
T 100100011-1
T 100100-1101
T 10010-01101
T 1001-001101
T 10-10001101
T 1-010001101
T 10010010-11
T 1001001-011
T 10010-10011
T 1001-010011
T 10-10010011
T 1-010010011
T 100100101-1
T 1001001-101
T 10010-10101
T 1001-010101
T 10-10010101
T 1-010010101
T 100100110-1
T 10010011-01
T 10010-11001
T 1001-011001
T 10-10011001
T 1-010011001
T 10010100-11
